experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
marginal,500,257,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
marginal,500,98,6,6,Fearful,0.0,Male,6,3 6,3 4 6,3 4 6
marginal,500,97,8,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
marginal,500,111,2,2,Calm,0.0,Male,2,1 2,2,1 2
marginal,500,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
marginal,500,1,4,6,Fearful,0.0,Male,4,2 4,2 4,1 2 4
marginal,500,304,7,7,Disgust,0.0,Male,7,7,7,7
marginal,500,32,7,7,Disgust,1.0,Female,7,5 7,7,7
marginal,500,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,500,275,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,500,251,5,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
marginal,500,167,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,500,267,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,500,349,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
marginal,500,96,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,500,27,7,7,Disgust,1.0,Female,7,7,7,7
marginal,500,206,5,5,Angry,1.0,Female,5,5,5,5
marginal,500,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
marginal,500,121,6,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
marginal,500,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
marginal,500,45,7,7,Disgust,1.0,Female,7,7,7,7
marginal,500,313,5,5,Angry,0.0,Male,5,5,5,5
marginal,500,70,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,500,115,5,5,Angry,0.0,Male,5,5,5,5
marginal,500,109,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,500,112,3,8,Surprised,0.0,Male,8,3 8,3 8,3 8
marginal,500,198,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,500,260,1,3,Happy,0.0,Male,2,1 2,1 2,1 2
marginal,500,114,2,2,Calm,1.0,Female,2,1 2,1 2,2
marginal,500,94,5,5,Angry,1.0,Female,5,5,5,5
marginal,500,47,7,7,Disgust,1.0,Female,7,5 7,7,7
marginal,500,118,3,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
marginal,500,104,6,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
marginal,500,155,4,4,Sad,1.0,Female,2,2,2,2
marginal,500,137,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
marginal,500,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
marginal,500,247,6,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
marginal,500,81,8,8,Surprised,1.0,Female,8,3 8,8,8
marginal,500,166,8,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,500,233,6,6,Fearful,1.0,Female,6,3 6,3 5 6,3 5 6
marginal,500,357,4,4,Sad,1.0,Female,4,2 4,4,4
marginal,500,212,5,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
marginal,500,60,1,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
marginal,500,211,1,2,Calm,0.0,Male,2,2,2,1 2
marginal,500,76,7,7,Disgust,0.0,Male,7,5 7,7,5 7
marginal,500,226,2,4,Sad,0.0,Male,2,2,2,1 2 4
marginal,500,201,5,5,Angry,0.0,Male,5,5,5,5
marginal,500,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
marginal,500,193,5,5,Angry,1.0,Female,5,5,5,5
marginal,500,174,5,5,Angry,0.0,Male,5,5,5,5
marginal,501,357,6,4,Sad,1.0,Female,4,2 4,4,4
marginal,501,137,4,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
marginal,501,211,4,2,Calm,0.0,Male,2,2,2,1 2
marginal,501,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
marginal,501,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
marginal,501,233,6,6,Fearful,1.0,Female,6,3 6,3 5 6,3 5 6
marginal,501,114,2,2,Calm,1.0,Female,2,1 2,1 2,2
marginal,501,226,2,4,Sad,0.0,Male,2,2,2,1 2 4
marginal,501,193,5,5,Angry,1.0,Female,5,5,5,5
marginal,501,174,5,5,Angry,0.0,Male,5,5,5,5
marginal,501,257,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
marginal,501,251,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
marginal,501,167,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,501,118,3,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
marginal,501,47,7,7,Disgust,1.0,Female,7,5 7,7,7
marginal,501,198,4,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,501,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,501,104,3,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
marginal,501,206,7,5,Angry,1.0,Female,5,5,5,5
marginal,501,260,2,3,Happy,0.0,Male,2,1 2,1 2,1 2
marginal,501,121,3,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
marginal,501,98,6,6,Fearful,0.0,Male,6,3 6,3 4 6,3 4 6
marginal,501,166,8,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,501,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
marginal,501,112,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
marginal,501,96,4,2,Calm,0.0,Male,2,2,2,1 2
marginal,501,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,501,60,2,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
marginal,501,45,3,7,Disgust,1.0,Female,7,7,7,7
marginal,501,109,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,501,97,3,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
marginal,501,70,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,501,304,8,7,Disgust,0.0,Male,7,7,7,7
marginal,501,32,7,7,Disgust,1.0,Female,7,5 7,7,7
marginal,501,1,1,6,Fearful,0.0,Male,4,2 4,2 4,1 2 4
marginal,501,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
marginal,501,111,2,2,Calm,0.0,Male,2,1 2,2,1 2
marginal,501,27,7,7,Disgust,1.0,Female,7,7,7,7
marginal,501,81,8,8,Surprised,1.0,Female,8,3 8,8,8
marginal,501,94,5,5,Angry,1.0,Female,5,5,5,5
marginal,501,313,5,5,Angry,0.0,Male,5,5,5,5
marginal,501,115,5,5,Angry,0.0,Male,5,5,5,5
marginal,501,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
marginal,501,76,8,7,Disgust,0.0,Male,7,5 7,7,5 7
marginal,501,212,3,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
marginal,501,275,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,501,201,5,5,Angry,0.0,Male,5,5,5,5
marginal,501,247,4,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
marginal,501,349,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
marginal,501,155,2,4,Sad,1.0,Female,2,2,2,2
marginal,502,135,2,2,Calm,1.0,Female,2,1 2,2,2
marginal,502,214,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,502,287,1,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
marginal,502,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
marginal,502,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
marginal,502,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
marginal,502,212,8,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
marginal,502,96,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,502,197,7,7,Disgust,1.0,Female,7,7,7,7
marginal,502,136,5,5,Angry,1.0,Female,5,5,5,5
marginal,502,160,5,5,Angry,1.0,Female,5,5,5,5
marginal,502,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
marginal,502,305,8,8,Surprised,1.0,Female,8,3 8,8,8
marginal,502,351,3,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
marginal,502,354,5,5,Angry,1.0,Female,5,5,5,5
marginal,502,219,7,7,Disgust,0.0,Male,7,7,7,5 7
marginal,502,155,2,4,Sad,1.0,Female,2,2,2,2
marginal,502,209,2,2,Calm,1.0,Female,2,2,2,2
marginal,502,168,5,5,Angry,1.0,Female,5,5,5,5
marginal,502,80,5,7,Disgust,1.0,Female,7,5 7,5 7,5 7
marginal,502,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
marginal,502,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
marginal,502,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
marginal,502,289,1,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
marginal,502,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
marginal,502,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
marginal,502,252,3,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
marginal,502,242,2,2,Calm,1.0,Female,2,2,2,2
marginal,502,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
marginal,502,82,4,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
marginal,502,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
marginal,502,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
marginal,502,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
marginal,502,228,5,5,Angry,0.0,Male,5,5,5,5
marginal,502,103,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,502,72,4,4,Sad,1.0,Female,4,4,4,4
marginal,502,177,1,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
marginal,502,120,4,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
marginal,502,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
marginal,502,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
marginal,502,319,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,502,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
marginal,502,152,4,4,Sad,0.0,Male,4,4,4,2 4
marginal,502,198,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,502,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
marginal,502,148,2,2,Calm,1.0,Female,2,2,2 4,2
marginal,502,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,502,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
marginal,502,317,7,7,Disgust,1.0,Female,7,7,7,7
marginal,502,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
marginal,503,117,2,4,Sad,1.0,Female,2,2,2,2
marginal,503,178,5,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
marginal,503,234,5,5,Angry,1.0,Female,5,5,5,5
marginal,503,143,7,7,Disgust,0.0,Male,7,7,7,7
marginal,503,154,6,7,Disgust,0.0,Male,7,4 7,2 4 7,2 4 7
marginal,503,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
marginal,503,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
marginal,503,185,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
marginal,503,190,4,4,Sad,1.0,Female,4,4,4,4
marginal,503,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,503,232,4,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
marginal,503,141,7,7,Disgust,0.0,Male,7,7,7,2 4 7
marginal,503,160,5,5,Angry,1.0,Female,5,5,5,5
marginal,503,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
marginal,503,313,5,5,Angry,0.0,Male,5,5,5,5
marginal,503,255,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
marginal,503,291,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
marginal,503,51,8,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
marginal,503,114,2,2,Calm,1.0,Female,2,1 2,1 2,2
marginal,503,90,5,5,Angry,1.0,Female,5,2 5 7,2 5 7,2 5 7
marginal,503,82,6,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
marginal,503,230,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,503,307,6,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
marginal,503,69,3,8,Surprised,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
marginal,503,128,7,7,Disgust,1.0,Female,7,7,7,7
marginal,503,148,2,2,Calm,1.0,Female,2,2,2 4,2
marginal,503,318,3,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
marginal,503,249,7,7,Disgust,0.0,Male,7,7,7,7
marginal,503,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
marginal,503,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
marginal,503,189,1,4,Sad,1.0,Female,2,2 4,1 2 4,2 4
marginal,503,300,2,4,Sad,1.0,Female,2,2 4,2 4,2 4
marginal,503,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
marginal,503,174,5,5,Angry,0.0,Male,5,5,5,5
marginal,503,333,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,503,67,2,2,Calm,0.0,Male,2,2 4,2 4,2 4 7
marginal,503,226,1,4,Sad,0.0,Male,2,2,2,1 2 4
marginal,503,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
marginal,503,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
marginal,503,180,5,5,Angry,1.0,Female,5,5,5,5
marginal,503,205,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
marginal,503,274,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
marginal,503,106,7,7,Disgust,0.0,Male,7,7,7,5 7
marginal,503,239,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
marginal,503,281,3,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,503,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
marginal,503,177,1,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
marginal,503,288,6,8,Surprised,1.0,Female,8,3 8,3 8,8
marginal,503,247,4,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
marginal,503,343,7,5,Angry,1.0,Female,5,5,5,5
marginal,504,274,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
marginal,504,333,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,504,230,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,504,226,1,4,Sad,0.0,Male,2,2,2,1 2 4
marginal,504,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
marginal,504,67,4,2,Calm,0.0,Male,2,2 4,2 4,2 4 7
marginal,504,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
marginal,504,307,1,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
marginal,504,189,2,4,Sad,1.0,Female,2,2 4,1 2 4,2 4
marginal,504,82,6,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
marginal,504,128,7,7,Disgust,1.0,Female,7,7,7,7
marginal,504,174,5,5,Angry,0.0,Male,5,5,5,5
marginal,504,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
marginal,504,313,5,5,Angry,0.0,Male,5,5,5,5
marginal,504,281,3,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,504,69,8,8,Surprised,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
marginal,504,232,4,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
marginal,504,249,7,7,Disgust,0.0,Male,7,7,7,7
marginal,504,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
marginal,504,148,2,2,Calm,1.0,Female,2,2,2 4,2
marginal,504,114,1,2,Calm,1.0,Female,2,1 2,1 2,2
marginal,504,205,7,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
marginal,504,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
marginal,504,288,8,8,Surprised,1.0,Female,8,3 8,3 8,8
marginal,504,154,4,7,Disgust,0.0,Male,7,4 7,2 4 7,2 4 7
marginal,504,51,1,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
marginal,504,291,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
marginal,504,239,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
marginal,504,180,5,5,Angry,1.0,Female,5,5,5,5
marginal,504,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
marginal,504,143,4,7,Disgust,0.0,Male,7,7,7,7
marginal,504,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
marginal,504,318,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
marginal,504,234,5,5,Angry,1.0,Female,5,5,5,5
marginal,504,106,7,7,Disgust,0.0,Male,7,7,7,5 7
marginal,504,190,4,4,Sad,1.0,Female,4,4,4,4
marginal,504,255,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
marginal,504,283,2,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
marginal,504,300,4,4,Sad,1.0,Female,2,2 4,2 4,2 4
marginal,504,247,4,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
marginal,504,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
marginal,504,178,1,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
marginal,504,160,5,5,Angry,1.0,Female,5,5,5,5
marginal,504,343,7,5,Angry,1.0,Female,5,5,5,5
marginal,504,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
marginal,504,117,2,4,Sad,1.0,Female,2,2,2,2
marginal,504,185,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
marginal,504,141,7,7,Disgust,0.0,Male,7,7,7,2 4 7
marginal,504,177,2,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
marginal,504,90,7,5,Angry,1.0,Female,5,2 5 7,2 5 7,2 5 7
marginal,505,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
marginal,505,219,7,7,Disgust,0.0,Male,7,7,7,5 7
marginal,505,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
marginal,505,82,2,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
marginal,505,214,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,505,242,2,2,Calm,1.0,Female,2,2,2,2
marginal,505,96,1,2,Calm,0.0,Male,2,2,2,1 2
marginal,505,317,7,7,Disgust,1.0,Female,7,7,7,7
marginal,505,252,5,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
marginal,505,228,2,5,Angry,0.0,Male,5,5,5,5
marginal,505,209,1,2,Calm,1.0,Female,2,2,2,2
marginal,505,283,2,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
marginal,505,321,3,8,Surprised,1.0,Female,8,3 8,3 8,8
marginal,505,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
marginal,505,33,3,8,Surprised,0.0,Male,8,3 8,3 8,3 8
marginal,505,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
marginal,505,72,4,4,Sad,1.0,Female,4,4,4,4
marginal,505,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
marginal,505,305,8,8,Surprised,1.0,Female,8,3 8,8,8
marginal,505,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
marginal,505,197,7,7,Disgust,1.0,Female,7,7,7,7
marginal,505,198,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,505,355,6,4,Sad,1.0,Female,4,2 4,2 4,2 4
marginal,505,218,2,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
marginal,505,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
marginal,505,148,2,2,Calm,1.0,Female,2,2,2 4,2
marginal,505,135,2,2,Calm,1.0,Female,2,1 2,2,2
marginal,505,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,505,354,5,5,Angry,1.0,Female,5,5,5,5
marginal,505,212,3,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
marginal,505,103,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,505,287,1,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
marginal,505,289,4,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
marginal,505,351,6,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
marginal,505,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
marginal,505,168,5,5,Angry,1.0,Female,5,5,5,5
marginal,505,307,5,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
marginal,505,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
marginal,505,110,4,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
marginal,505,319,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,505,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
marginal,505,152,4,4,Sad,0.0,Male,4,4,4,2 4
marginal,505,120,2,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
marginal,505,136,5,5,Angry,1.0,Female,5,5,5,5
marginal,505,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
marginal,505,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
marginal,505,177,2,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
marginal,505,155,2,4,Sad,1.0,Female,2,2,2,2
marginal,505,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
marginal,505,160,5,5,Angry,1.0,Female,5,5,5,5
marginal,506,72,4,4,Sad,1.0,Female,4,4,4,4
marginal,506,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
marginal,506,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
marginal,506,354,5,5,Angry,1.0,Female,5,5,5,5
marginal,506,197,7,7,Disgust,1.0,Female,7,7,7,7
marginal,506,198,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,506,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
marginal,506,209,2,2,Calm,1.0,Female,2,2,2,2
marginal,506,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
marginal,506,152,3,4,Sad,0.0,Male,4,4,4,2 4
marginal,506,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
marginal,506,96,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,506,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
marginal,506,155,4,4,Sad,1.0,Female,2,2,2,2
marginal,506,317,7,7,Disgust,1.0,Female,7,7,7,7
marginal,506,177,1,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
marginal,506,14,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,506,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
marginal,506,148,4,2,Calm,1.0,Female,2,2,2 4,2
marginal,506,228,5,5,Angry,0.0,Male,5,5,5,5
marginal,506,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
marginal,506,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
marginal,506,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
marginal,506,351,3,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
marginal,506,160,5,5,Angry,1.0,Female,5,5,5,5
marginal,506,103,2,2,Calm,0.0,Male,2,2,2,1 2
marginal,506,82,1,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
marginal,506,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
marginal,506,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
marginal,506,287,1,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
marginal,506,319,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
marginal,506,212,5,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
marginal,506,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
marginal,506,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
marginal,506,168,5,5,Angry,1.0,Female,5,5,5,5
marginal,506,136,5,5,Angry,1.0,Female,5,5,5,5
marginal,506,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
marginal,506,175,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
marginal,506,289,5,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
marginal,506,242,2,2,Calm,1.0,Female,2,2,2,2
marginal,506,305,8,8,Surprised,1.0,Female,8,3 8,8,8
marginal,506,120,7,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
marginal,506,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
marginal,506,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
marginal,506,252,6,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
marginal,506,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
marginal,506,214,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,506,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
marginal,506,135,2,2,Calm,1.0,Female,2,1 2,2,2
marginal,506,219,5,7,Disgust,0.0,Male,7,7,7,5 7
marginal,507,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
marginal,507,228,5,5,Angry,0.0,Male,5,5,5,5
marginal,507,218,8,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
marginal,507,152,4,4,Sad,0.0,Male,4,4,4,2 4
marginal,507,252,4,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
marginal,507,289,4,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
marginal,507,307,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
marginal,507,305,8,8,Surprised,1.0,Female,8,3 8,8,8
marginal,507,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
marginal,507,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
marginal,507,160,5,5,Angry,1.0,Female,5,5,5,5
marginal,507,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
marginal,507,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
marginal,507,82,6,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
marginal,507,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
marginal,507,354,5,5,Angry,1.0,Female,5,5,5,5
marginal,507,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
marginal,507,175,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
marginal,507,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
marginal,507,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
marginal,507,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
