experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
marginal,100,449,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,100,310,7,1,Physician,1.0,Male,1,1 7 ,1 6 7 ,1 7 
marginal,100,840,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,100,1995,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,100,799,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,100,633,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,100,1417,1,7,Surgeon,1.0,Male,1,1 ,1 ,1 
marginal,100,1845,9,9,Model,0.0,Female,9,9 ,3 9 ,9 
marginal,100,1204,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
marginal,100,110,1,0,Professor,0.0,Female,1,1 0 ,1 ,1 0 
marginal,100,21,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,100,237,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,100,1273,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,100,1604,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,100,1755,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,100,1914,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,100,1956,9,9,Model,0.0,Female,2,2 ,2 ,2 
marginal,100,135,0,0,Professor,1.0,Male,0,0 ,0 ,0 
marginal,100,688,3,3,Journalist,1.0,Male,3,3 ,3 ,3 0 
marginal,100,1399,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
marginal,100,1965,2,9,Model,1.0,Male,3,3 6 ,2 3 6 ,2 3 6 
marginal,100,1401,1,7,Surgeon,1.0,Male,1,1 7 ,1 7 ,1 7 
marginal,100,1185,5,5,Teacher,1.0,Male,5,5 7 ,5 7 ,5 7 
marginal,100,61,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,100,591,2,2,Photographer,1.0,Male,2,2 8 ,2 4 8 0 ,2 8 0 
marginal,100,1249,6,6,Dentist,0.0,Female,6,6 ,6 7 ,6 
marginal,100,1444,7,7,Surgeon,0.0,Female,7,1 7 ,1 7 ,1 7 
marginal,100,1216,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
marginal,100,849,5,4,Psychologist,0.0,Female,4,4 0 ,4 0 ,4 
marginal,100,550,2,2,Photographer,1.0,Male,2,2 3 ,2 3 ,2 3 
marginal,100,1135,5,5,Teacher,0.0,Female,5,5 9 ,5 ,5 
marginal,100,495,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,101,1216,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
marginal,101,1444,7,7,Surgeon,0.0,Female,7,1 7 ,1 7 ,1 7 
marginal,101,1693,8,8,Painter,1.0,Male,8,2 3 5 8 ,2 3 5 8 ,2 3 5 8 
marginal,101,1249,6,6,Dentist,0.0,Female,6,6 ,6 7 ,6 
marginal,101,1845,9,9,Model,0.0,Female,9,9 ,3 9 ,9 
marginal,101,1756,2,8,Painter,0.0,Female,8,2 8 ,2 8 9 ,2 8 9 
marginal,101,383,1,1,Physician,1.0,Male,1,1 6 ,1 6 ,1 
marginal,101,1798,2,8,Painter,1.0,Male,8,2 8 ,2 8 ,2 8 
marginal,101,1417,3,7,Surgeon,1.0,Male,1,1 ,1 ,1 
marginal,101,153,0,0,Professor,1.0,Male,0,3 0 ,3 5 0 ,3 5 0 
marginal,101,1915,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,101,799,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,101,312,1,1,Physician,1.0,Male,1,1 6 ,1 ,1 6 
marginal,101,641,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,101,1730,8,8,Painter,1.0,Male,8,8 ,8 ,8 
marginal,101,1204,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
marginal,101,1140,0,5,Teacher,1.0,Male,0,0 ,0 ,0 
marginal,101,568,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,101,409,2,2,Photographer,1.0,Male,2,2 ,2 ,2 3 
marginal,101,1290,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
marginal,101,840,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,101,449,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,101,294,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,101,1540,6,7,Surgeon,0.0,Female,6,6 7 ,6 7 ,6 
marginal,101,1929,9,9,Model,0.0,Female,9,3 9 ,2 3 9 ,3 9 
marginal,101,110,1,0,Professor,0.0,Female,1,1 0 ,1 ,1 0 
marginal,101,1956,2,9,Model,0.0,Female,2,2 ,2 ,2 
marginal,101,135,0,0,Professor,1.0,Male,0,0 ,0 ,0 
marginal,101,1185,5,5,Teacher,1.0,Male,5,5 7 ,5 7 ,5 7 
marginal,101,414,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,101,1851,3,9,Model,1.0,Male,9,3 6 9 ,2 3 6 9 ,2 3 6 9 
marginal,101,633,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,101,310,7,1,Physician,1.0,Male,1,1 7 ,1 6 7 ,1 7 
marginal,101,1586,7,7,Surgeon,1.0,Male,7,7 ,7 ,7 
marginal,101,1174,3,5,Teacher,0.0,Female,3,3 5 ,3 5 0 ,3 5 0 
marginal,101,1016,0,5,Teacher,1.0,Male,5,5 0 ,4 5 0 ,4 5 0 
marginal,101,1604,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,101,804,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,101,688,3,3,Journalist,1.0,Male,3,3 ,3 ,3 0 
marginal,101,79,1,0,Professor,0.0,Female,1,1 0 ,1 4 0 ,1 0 
marginal,101,616,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,101,991,4,4,Psychologist,1.0,Male,5,3 5 ,2 3 4 5 ,2 3 4 5 
marginal,101,591,2,2,Photographer,1.0,Male,2,2 8 ,2 4 8 0 ,2 8 0 
marginal,101,86,0,0,Professor,0.0,Female,0,5 0 ,5 0 ,5 0 
marginal,101,1268,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
marginal,101,289,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,101,1053,5,5,Teacher,0.0,Female,5,2 3 5 9 ,2 5 9 ,2 5 9 
marginal,101,1476,7,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
marginal,101,873,4,4,Psychologist,1.0,Male,4,4 6 ,4 6 ,4 6 
marginal,101,865,4,4,Psychologist,0.0,Female,5,3 5 ,3 4 5 ,3 4 5 
marginal,102,669,3,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
marginal,102,229,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,102,665,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,102,1327,6,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
marginal,102,1297,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
marginal,102,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,102,1039,3,5,Teacher,1.0,Male,3,2 3 9 ,2 3 5 9 ,2 3 9 
marginal,102,1809,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,102,1399,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
marginal,102,837,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,102,138,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
marginal,102,235,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,102,494,2,2,Photographer,0.0,Female,2,2 9 ,2 9 ,2 9 
marginal,102,1768,5,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
marginal,102,718,3,3,Journalist,1.0,Male,3,3 5 ,3 5 ,3 5 
marginal,102,1009,3,5,Teacher,1.0,Male,3,2 3 ,2 3 ,2 3 4 
marginal,102,1401,7,7,Surgeon,1.0,Male,1,1 7 ,1 7 ,1 7 
marginal,102,1976,9,9,Model,0.0,Female,3,3 5 9 ,2 3 5 9 ,3 5 9 
marginal,102,433,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,102,21,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,102,1149,8,5,Teacher,1.0,Male,5,5 ,5 ,5 9 
marginal,102,1406,6,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 0 ,1 6 7 0 
marginal,102,982,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,102,1792,8,8,Painter,1.0,Male,8,8 ,8 ,8 
marginal,102,877,3,4,Psychologist,0.0,Female,3,3 4 5 ,3 4 5 ,3 4 5 
marginal,102,16,5,0,Professor,1.0,Male,5,5 ,5 ,5 
marginal,102,764,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
marginal,102,1965,3,9,Model,1.0,Male,3,3 6 ,2 3 6 ,2 3 6 
marginal,102,103,0,0,Professor,1.0,Male,0,0 ,0 ,4 0 
marginal,102,1278,6,6,Dentist,1.0,Male,6,6 7 ,6 7 ,6 7 
marginal,102,895,4,4,Psychologist,0.0,Female,4,4 0 ,3 4 0 ,4 0 
marginal,102,11,0,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
marginal,102,267,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,102,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,102,685,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,102,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,102,544,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,102,1504,7,7,Surgeon,1.0,Male,7,1 7 ,1 7 ,1 7 
marginal,102,507,8,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,102,1583,3,7,Surgeon,1.0,Male,3,3 7 ,3 7 ,3 7 
marginal,102,1888,9,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
marginal,102,224,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
marginal,102,1658,8,8,Painter,1.0,Male,8,2 8 ,2 5 8 ,2 5 8 
marginal,102,1639,2,8,Painter,1.0,Male,2,2 8 ,2 8 ,2 8 
marginal,102,1609,8,8,Painter,0.0,Female,8,8 ,8 0 ,8 
marginal,102,1189,4,5,Teacher,0.0,Female,4,4 5 ,4 5 ,4 
marginal,102,973,4,4,Psychologist,0.0,Female,4,4 ,4 6 ,4 
marginal,102,1110,3,5,Teacher,0.0,Female,5,3 5 ,3 5 ,5 
marginal,102,1590,7,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
marginal,102,255,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,103,1888,0,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
marginal,103,1038,5,5,Teacher,0.0,Female,5,5 ,5 ,5 
marginal,103,10,5,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,103,1372,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,103,1759,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,103,631,3,3,Journalist,1.0,Male,3,3 ,3 ,2 3 
marginal,103,95,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,103,43,0,0,Professor,0.0,Female,0,0 ,0 ,4 0 
marginal,103,1810,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,103,832,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 
marginal,103,498,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,103,669,3,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
marginal,103,402,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,103,11,1,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
marginal,103,971,0,4,Psychologist,0.0,Female,0,0 ,0 ,0 
marginal,103,1590,7,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
marginal,103,1487,4,7,Surgeon,0.0,Female,0,0 ,4 0 ,4 0 
marginal,103,267,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,103,706,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
marginal,103,1229,6,6,Dentist,0.0,Female,6,6 7 ,6 7 ,6 7 
marginal,103,837,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,103,1104,5,5,Teacher,0.0,Female,5,5 ,5 ,5 
marginal,103,1949,3,9,Model,0.0,Female,9,3 9 ,3 9 ,3 9 
marginal,103,1777,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,103,138,0,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
marginal,103,330,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,103,262,1,1,Physician,0.0,Female,1,1 ,1 6 ,1 6 
marginal,103,1405,7,7,Surgeon,1.0,Male,7,7 ,7 ,1 7 
marginal,103,1658,8,8,Painter,1.0,Male,8,2 8 ,2 5 8 ,2 5 8 
marginal,103,1734,8,8,Painter,1.0,Male,8,8 ,8 ,8 
marginal,103,664,3,3,Journalist,1.0,Male,3,2 3 0 ,1 2 3 0 ,1 2 3 0 
marginal,103,1326,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,103,951,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 
marginal,103,266,1,1,Physician,0.0,Female,1,1 6 ,1 ,1 
marginal,103,403,5,2,Photographer,1.0,Male,2,2 5 ,2 3 5 9 ,2 3 5 9 
marginal,103,643,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
marginal,103,1557,7,7,Surgeon,1.0,Male,7,7 ,7 ,1 7 
marginal,103,1918,9,9,Model,1.0,Male,9,5 9 ,2 5 9 ,2 5 9 0 
marginal,103,867,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,103,255,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,103,1225,6,6,Dentist,1.0,Male,6,6 7 ,6 7 ,6 7 
marginal,103,432,9,2,Photographer,1.0,Male,2,2 ,2 9 ,2 9 
marginal,103,1501,1,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 ,1 6 7 
marginal,103,1646,8,8,Painter,0.0,Female,2,2 ,2 5 8 ,2 8 
marginal,103,1833,9,9,Model,0.0,Female,2,2 3 5 9 ,2 3 5 9 ,2 3 9 
marginal,103,542,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,103,1293,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
marginal,103,1147,5,5,Teacher,0.0,Female,5,5 ,5 ,5 
marginal,103,1157,5,5,Teacher,0.0,Female,5,1 5 0 ,5 0 ,5 0 
marginal,103,1153,2,5,Teacher,1.0,Male,2,2 3 ,2 3 5 ,2 3 5 
marginal,104,1505,3,7,Surgeon,1.0,Male,3,3 5 ,3 5 ,3 5 
marginal,104,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,104,981,1,4,Psychologist,0.0,Female,3,2 3 5 ,2 3 ,2 3 
marginal,104,1297,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
marginal,104,229,7,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,104,16,5,0,Professor,1.0,Male,5,5 ,5 ,5 
marginal,104,1888,0,9,Model,0.0,Female,3,3 9 ,1 3 4 7 9 ,3 7 9 
marginal,104,1792,8,8,Painter,1.0,Male,8,8 ,8 ,8 
marginal,104,1039,0,5,Teacher,1.0,Male,3,2 3 9 ,2 3 5 9 ,2 3 9 
marginal,104,763,3,3,Journalist,1.0,Male,3,3 ,3 ,3 
marginal,104,1609,8,8,Painter,0.0,Female,8,8 ,8 0 ,8 
marginal,104,507,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,104,1976,9,9,Model,0.0,Female,3,3 5 9 ,2 3 5 9 ,3 5 9 
marginal,104,1810,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,104,1487,4,7,Surgeon,0.0,Female,0,0 ,4 0 ,4 0 
marginal,104,665,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,104,11,7,0,Professor,1.0,Male,0,1 0 ,1 0 ,1 0 
marginal,104,837,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,104,1294,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,104,267,7,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,104,1949,9,9,Model,0.0,Female,9,3 9 ,3 9 ,3 9 
marginal,104,10,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,104,1768,3,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
marginal,104,972,4,4,Psychologist,1.0,Male,4,1 4 ,4 ,4 
marginal,104,1327,1,6,Dentist,0.0,Female,6,1 6 7 ,1 6 ,1 6 
marginal,104,432,2,2,Photographer,1.0,Male,2,2 ,2 9 ,2 9 
marginal,104,1277,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
marginal,104,1406,1,7,Surgeon,1.0,Male,7,1 6 7 ,1 6 7 0 ,1 6 7 0 
marginal,104,1189,5,5,Teacher,0.0,Female,4,4 5 ,4 5 ,4 
marginal,104,1373,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,104,1759,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,104,1157,5,5,Teacher,0.0,Female,5,1 5 0 ,5 0 ,5 0 
marginal,104,894,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 0 
marginal,104,718,3,3,Journalist,1.0,Male,3,3 5 ,3 5 ,3 5 
marginal,104,1583,7,7,Surgeon,1.0,Male,3,3 7 ,3 7 ,3 7 
marginal,104,403,3,2,Photographer,1.0,Male,2,2 5 ,2 3 5 9 ,2 3 5 9 
marginal,104,833,4,4,Psychologist,1.0,Male,4,4 ,4 ,4 
marginal,104,1590,0,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
marginal,104,255,0,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,104,330,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 
marginal,104,1110,3,5,Teacher,0.0,Female,5,3 5 ,3 5 ,5 
marginal,104,224,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
marginal,104,680,1,3,Journalist,0.0,Female,0,4 0 ,1 4 7 0 ,4 0 
marginal,104,669,2,3,Journalist,1.0,Male,3,2 3 ,2 3 ,2 3 
marginal,104,138,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 4 5 0 
marginal,104,102,4,0,Professor,1.0,Male,0,4 0 ,4 0 ,4 0 
marginal,104,1149,5,5,Teacher,1.0,Male,5,5 ,5 ,5 9 
marginal,104,1657,5,8,Painter,1.0,Male,5,5 8 9 ,5 8 9 ,5 8 9 
marginal,104,543,2,2,Photographer,0.0,Female,2,2 9 ,2 3 4 9 ,2 4 9 
marginal,104,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,105,1444,7,7,Surgeon,0.0,Female,7,1 7 ,1 7 ,1 7 
marginal,105,1956,9,9,Model,0.0,Female,2,2 ,2 ,2 
marginal,105,1204,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
marginal,105,1673,8,8,Painter,1.0,Male,8,8 ,8 ,8 
marginal,105,1399,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
marginal,105,591,8,2,Photographer,1.0,Male,2,2 8 ,2 4 8 0 ,2 8 0 
marginal,105,1273,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,105,110,1,0,Professor,0.0,Female,1,1 0 ,1 ,1 0 
marginal,105,688,3,3,Journalist,1.0,Male,3,3 ,3 ,3 0 
marginal,105,1604,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,105,633,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,105,135,0,0,Professor,1.0,Male,0,0 ,0 ,0 
marginal,105,799,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,105,1560,7,7,Surgeon,0.0,Female,6,1 6 7 ,1 6 7 0 ,1 6 7 0 
marginal,105,686,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,105,310,7,1,Physician,1.0,Male,1,1 7 ,1 6 7 ,1 7 
marginal,105,237,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,105,1798,8,8,Painter,1.0,Male,8,2 8 ,2 8 ,2 8 
marginal,105,414,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,105,1477,7,7,Surgeon,1.0,Male,7,7 ,7 ,6 7 
marginal,105,343,1,1,Physician,0.0,Female,1,1 6 ,1 6 ,1 6 
marginal,105,495,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,105,1417,7,7,Surgeon,1.0,Male,1,1 ,1 ,1 
marginal,105,840,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,105,1016,5,5,Teacher,1.0,Male,5,5 0 ,4 5 0 ,4 5 0 
marginal,105,1174,3,5,Teacher,0.0,Female,3,3 5 ,3 5 0 ,3 5 0 
marginal,105,1914,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,105,1755,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,105,1216,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
marginal,105,293,1,1,Physician,1.0,Male,1,1 0 ,1 7 0 ,1 7 0 
marginal,105,1401,1,7,Surgeon,1.0,Male,1,1 7 ,1 7 ,1 7 
marginal,105,991,3,4,Psychologist,1.0,Male,5,3 5 ,2 3 4 5 ,2 3 4 5 
marginal,105,1845,9,9,Model,0.0,Female,9,9 ,3 9 ,9 
marginal,105,1008,5,5,Teacher,0.0,Female,5,3 5 ,3 5 8 ,3 5 8 
marginal,105,1639,2,8,Painter,1.0,Male,2,2 8 ,2 8 ,2 8 
marginal,105,550,3,2,Photographer,1.0,Male,2,2 3 ,2 3 ,2 3 
marginal,105,638,4,3,Journalist,0.0,Female,4,4 5 ,4 5 0 ,4 5 
marginal,105,873,4,4,Psychologist,1.0,Male,4,4 6 ,4 6 ,4 6 
marginal,105,1249,6,6,Dentist,0.0,Female,6,6 ,6 7 ,6 
marginal,105,878,4,4,Psychologist,1.0,Male,0,4 0 ,4 6 0 ,4 6 0 
marginal,105,21,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,105,61,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,105,1135,5,5,Teacher,0.0,Female,5,5 9 ,5 ,5 
marginal,105,85,8,0,Professor,1.0,Male,2,2 8 ,2 8 0 ,2 8 
marginal,105,1185,5,5,Teacher,1.0,Male,5,5 7 ,5 7 ,5 7 
marginal,105,849,4,4,Psychologist,0.0,Female,4,4 0 ,4 0 ,4 
marginal,105,313,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,105,1965,3,9,Model,1.0,Male,3,3 6 ,2 3 6 ,2 3 6 
marginal,105,1995,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,105,449,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,106,689,3,3,Journalist,1.0,Male,3,3 ,3 ,3 5 
marginal,106,59,0,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,106,1976,9,9,Model,0.0,Female,3,3 5 9 ,2 3 5 9 ,3 5 9 
marginal,106,686,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,106,229,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,106,1583,7,7,Surgeon,1.0,Male,3,3 7 ,3 7 ,3 7 
marginal,106,104,0,0,Professor,1.0,Male,0,0 ,0 ,0 
marginal,106,1216,6,6,Dentist,1.0,Male,6,6 ,6 ,1 6 
marginal,106,637,3,3,Journalist,0.0,Female,3,2 3 ,2 3 5 ,2 3 
marginal,106,1504,7,7,Surgeon,1.0,Male,7,1 7 ,1 7 ,1 7 
marginal,106,1560,7,7,Surgeon,0.0,Female,6,1 6 7 ,1 6 7 0 ,1 6 7 0 
marginal,106,1673,8,8,Painter,1.0,Male,8,8 ,8 ,8 
marginal,106,1768,3,8,Painter,0.0,Female,5,2 3 5 ,2 3 5 8 ,2 3 5 
marginal,106,1941,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,106,225,1,1,Physician,0.0,Female,1,1 ,1 ,1 
marginal,106,878,4,4,Psychologist,1.0,Male,0,4 0 ,4 6 0 ,4 6 0 
marginal,106,1957,9,9,Model,0.0,Female,9,9 ,2 9 ,9 
marginal,106,719,9,3,Journalist,1.0,Male,5,5 9 ,5 9 ,5 9 
marginal,106,1008,5,5,Teacher,0.0,Female,5,3 5 ,3 5 8 ,3 5 8 
marginal,106,413,8,2,Photographer,1.0,Male,8,8 ,8 ,2 8 
marginal,106,1278,6,6,Dentist,1.0,Male,6,6 7 ,6 7 ,6 7 
marginal,106,1995,9,9,Model,0.0,Female,9,9 ,9 ,9 
marginal,106,991,3,4,Psychologist,1.0,Male,5,3 5 ,2 3 4 5 ,2 3 4 5 
marginal,106,21,4,0,Professor,0.0,Female,0,0 ,0 ,0 
marginal,106,1110,5,5,Teacher,0.0,Female,5,3 5 ,3 5 ,5 
marginal,106,1965,9,9,Model,1.0,Male,3,3 6 ,2 3 6 ,2 3 6 
marginal,106,1609,8,8,Painter,0.0,Female,8,8 ,8 0 ,8 
marginal,106,550,2,2,Photographer,1.0,Male,2,2 3 ,2 3 ,2 3 
marginal,106,342,0,1,Physician,1.0,Male,0,1 0 ,0 ,1 0 
marginal,106,1417,1,7,Surgeon,1.0,Male,1,1 ,1 ,1 
marginal,106,765,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,106,1639,2,8,Painter,1.0,Male,2,2 8 ,2 8 ,2 8 
marginal,106,1273,6,6,Dentist,0.0,Female,6,6 ,6 ,6 
marginal,106,134,0,0,Professor,1.0,Male,0,0 ,0 ,3 0 
marginal,106,895,3,4,Psychologist,0.0,Female,4,4 0 ,3 4 0 ,4 0 
marginal,106,1401,1,7,Surgeon,1.0,Male,1,1 7 ,1 7 ,1 7 
marginal,106,1604,8,8,Painter,0.0,Female,8,8 ,8 ,8 
marginal,106,309,1,1,Physician,0.0,Female,1,1 6 ,1 ,1 
marginal,106,236,1,1,Physician,0.0,Female,1,1 6 ,1 ,1 
marginal,106,982,4,4,Psychologist,0.0,Female,4,4 ,4 ,4 
marginal,106,495,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,106,1185,5,5,Teacher,1.0,Male,5,5 7 ,5 7 ,5 7 
marginal,106,509,2,2,Photographer,1.0,Male,2,2 ,2 ,2 
marginal,106,1399,6,6,Dentist,1.0,Male,6,6 ,6 ,6 7 
marginal,106,1135,5,5,Teacher,0.0,Female,5,5 9 ,5 ,5 
marginal,106,1190,5,5,Teacher,1.0,Male,0,0 ,5 0 ,5 0 
marginal,106,17,3,0,Professor,1.0,Male,3,3 0 ,3 5 0 ,3 5 0 
marginal,106,1297,6,6,Dentist,1.0,Male,6,6 ,6 ,6 
marginal,106,437,2,2,Photographer,0.0,Female,2,2 ,2 ,2 
marginal,106,849,4,4,Psychologist,0.0,Female,4,4 0 ,4 0 ,4 
marginal,107,104,0,0,Professor,1.0,Male,0,0 ,0 ,0 
marginal,107,686,3,3,Journalist,0.0,Female,3,3 ,3 ,3 
marginal,107,1639,8,8,Painter,1.0,Male,2,2 8 ,2 8 ,2 8 
marginal,107,1135,5,5,Teacher,0.0,Female,5,5 9 ,5 ,5 
marginal,107,413,8,2,Photographer,1.0,Male,8,8 ,8 ,2 8 
marginal,107,59,0,0,Professor,0.0,Female,0,0 ,0 ,0 
