experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
marginal,323,718,12,12,Officer,0.0,Younger,12,2 6 12 13,2 6 12 13,2 6 12 13
marginal,323,1384,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,323,1193,5,5,Farmer,3.0,Unknown,11,5 11,5 11,5 11
marginal,323,413,20,20,Tennis Player,1.0,Middle,20,20,20,6 20
marginal,323,1158,19,19,Speaker,1.0,Middle,6,6 12 19,6 12 19,6 10 12 19
marginal,323,457,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,323,1077,13,13,Motorcyclist,1.0,Middle,13,13,13,13
marginal,323,565,1,11,Laborer,2.0,Older,14,1 2 11 14 15,1 2 11 14,1 2 11 14 15
marginal,323,429,9,9,Hairdresser,3.0,Unknown,9,1 3 9 14,1 3 9 14,1 3 9 14
marginal,323,1333,17,17,Singer,1.0,Middle,17,17,11 17,6 11 17
marginal,323,1136,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,323,181,15,15,Repairman,1.0,Middle,11,4 11 15,4 11 15,4 11 15
marginal,323,215,11,14,Painter,1.0,Middle,11,11 14 15,4 11 14 15,4 11 14 15
marginal,323,390,10,10,Horse Rider,1.0,Middle,10,6 10 12,6 10 12,6 10 12
marginal,323,366,15,15,Repairman,1.0,Middle,15,11 15,11 15,4 11 15
marginal,323,988,11,11,Laborer,2.0,Older,11,11 15 16,11 14 15 16,2 11 14 15 16
marginal,323,22,2,2,Boatman,0.0,Younger,2,2,2,2
marginal,323,48,1,1,Backpacker,3.0,Unknown,1,1,1 2 11,1 2
marginal,323,336,17,17,Singer,0.0,Younger,17,17,17,17
marginal,323,363,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,323,928,2,2,Boatman,2.0,Older,2,2,2,2 6 10 12
marginal,323,93,16,16,Salesperson,3.0,Unknown,16,16,1 16,16
marginal,323,751,6,12,Officer,1.0,Middle,6,6 16,3 6 11 16,3 6 11 16
marginal,323,348,12,12,Officer,0.0,Younger,16,6 11 12 13 16,6 11 12 16,6 11 12 16
marginal,323,656,8,8,Gymnast,0.0,Younger,8,6 8,6 8 13 18,6 8
marginal,323,407,5,5,Farmer,2.0,Older,5,4 5 11 15 16,5 11 15 16,4 5 11 15 16
marginal,323,476,1,1,Backpacker,0.0,Younger,1,1,1,1
marginal,323,1324,10,10,Horse Rider,3.0,Unknown,10,10,10,10
marginal,324,1048,16,16,Salesperson,1.0,Middle,16,5 11 16,5 11 16,1 5 11 16
marginal,324,1280,4,4,Craftsman,1.0,Middle,4,2 4 11,2 4 11,2 4 11
marginal,324,95,10,10,Horse Rider,0.0,Younger,10,10,5 8 10,10
marginal,324,625,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
marginal,324,71,6,6,Guard,1.0,Middle,6,6 10 14,6 9 10 14,6 9 10 14
marginal,324,626,2,2,Boatman,1.0,Middle,2,2,2,2
marginal,324,351,1,1,Backpacker,0.0,Younger,1,1,1,1
marginal,324,1356,5,11,Laborer,3.0,Unknown,11,5 11,5 11 16,5 11 16
marginal,324,589,10,10,Horse Rider,3.0,Unknown,10,10,10,10
marginal,324,578,16,16,Salesperson,1.0,Middle,16,11 16,11 16,11 16
marginal,324,86,5,5,Farmer,3.0,Unknown,5,2 5 11,2 5 11,2 5 11
marginal,324,159,17,17,Singer,1.0,Middle,17,7 17,7 17,7 10 17 19
marginal,324,849,7,7,Guitarist,1.0,Middle,7,7 17,7 17,7 17
marginal,324,470,9,9,Hairdresser,3.0,Unknown,9,9,9,9
marginal,324,63,12,11,Laborer,1.0,Middle,6,6 13,6 12 13 16,6 12 13 16
marginal,324,273,15,15,Repairman,1.0,Middle,15,11 15,11 15 16,11 15 16
marginal,324,1096,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,324,1061,4,4,Craftsman,2.0,Older,4,4 11,2 4 11,2 4 5 11 15
marginal,324,1105,7,17,Singer,1.0,Middle,16,2 7 11 16 17,2 7 16 17,2 7 16 17
marginal,324,309,12,12,Officer,1.0,Middle,6,6 13,6 12 13 16,6 12 13 16
marginal,324,1049,3,3,Computer User,3.0,Unknown,2,2 3 16,2 3 11 16,2 3 16
marginal,324,1379,13,13,Motorcyclist,2.0,Older,13,13,12 13,4 10 12 13 15
marginal,324,665,19,19,Speaker,3.0,Unknown,19,2 3 10 11 12 13 16 17 19,2 10 12 19,2 10 12 19
marginal,324,807,11,11,Laborer,1.0,Middle,11,11 15,11 15,11 15
marginal,324,843,4,14,Painter,2.0,Older,16,4 11 16,4 11 15 16,4 11 14 15 16
marginal,324,463,16,16,Salesperson,0.0,Younger,16,16,16,16
marginal,324,133,5,5,Farmer,3.0,Unknown,11,5 11,5 11,5 11
marginal,324,316,8,8,Gymnast,1.0,Middle,8,8,8,8
marginal,324,1060,6,6,Guard,0.0,Younger,6,6,6,6
marginal,324,1032,12,12,Officer,3.0,Unknown,6,6 12,6 12 13,6 12
marginal,324,70,15,15,Repairman,2.0,Older,15,4 11 15,4 11 15,4 9 11 15
marginal,324,854,3,3,Computer User,1.0,Middle,3,3,3 4 15 19,3 4 15 19
marginal,324,1070,12,12,Officer,3.0,Unknown,6,6 12,3 6 12 16,6 12 16
marginal,324,1318,18,18,Skateboarder,3.0,Unknown,18,18,18,18
marginal,324,662,1,1,Backpacker,0.0,Younger,1,1,1,1
marginal,324,646,17,7,Guitarist,1.0,Middle,17,7 11 17,6 7 11 17,6 7 11 17
marginal,324,1188,9,9,Hairdresser,3.0,Unknown,9,9 11,9 11,9
marginal,324,19,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,324,602,2,2,Boatman,1.0,Middle,2,2 6 19,2 3 6 19,2 3 6 19
marginal,324,803,18,18,Skateboarder,3.0,Unknown,18,18,18,18
marginal,324,991,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,324,110,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,324,28,9,9,Hairdresser,1.0,Middle,9,9,9,6 9
marginal,324,579,4,4,Craftsman,1.0,Middle,4,4 11,4 11 15,4 11 15 16
marginal,324,570,14,14,Painter,2.0,Older,14,14 16,14 16,4 11 14 15 16
marginal,324,79,3,3,Computer User,0.0,Younger,3,3 11 15,3 11 15,3
marginal,324,1243,16,19,Speaker,0.0,Younger,16,1 2 15 16 17,2 15 16 17,2 15 16 17
marginal,324,781,16,19,Speaker,1.0,Middle,16,9 11 16,4 9 11 16,4 9 11 16
marginal,324,107,17,1,Backpacker,1.0,Middle,16,6 11 16 17,6 11 16 17,6 11 16 17
marginal,324,390,10,10,Horse Rider,1.0,Middle,10,6 10 12,6 10 12,6 10 12
marginal,325,407,5,5,Farmer,2.0,Older,5,4 5 11 15 16,5 11 15 16,4 5 11 15 16
marginal,325,616,5,5,Farmer,3.0,Unknown,5,5 11,5 11,5 11
marginal,325,100,3,3,Computer User,3.0,Unknown,3,2 3 8 11 15 16 19,3 11 15 16,3 11 15 16
marginal,325,348,6,12,Officer,0.0,Younger,16,6 11 12 13 16,6 11 12 16,6 11 12 16
marginal,325,858,19,19,Speaker,1.0,Middle,19,3 6 10 11 12 17 19,6 11 17 19,6 11 17 19
marginal,325,565,14,11,Laborer,2.0,Older,14,1 2 11 14 15,1 2 11 14,1 2 11 14 15
marginal,325,1134,3,3,Computer User,3.0,Unknown,3,1 3 16,1 3 11 16,1 3 11 16
marginal,325,48,1,1,Backpacker,3.0,Unknown,1,1,1 2 11,1 2
marginal,325,718,6,12,Officer,0.0,Younger,12,2 6 12 13,2 6 12 13,2 6 12 13
marginal,325,460,16,16,Salesperson,1.0,Middle,16,11 16,6 11 14 16,6 11 14 16
marginal,325,1324,10,10,Horse Rider,3.0,Unknown,10,10,10,10
marginal,325,511,7,7,Guitarist,1.0,Middle,17,7 17,1 7 10 17,1 7 10 17
marginal,325,624,6,15,Repairman,1.0,Middle,15,3 6 11 15,3 6 11 15,3 6 11 15
marginal,325,1358,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
marginal,325,1333,17,17,Singer,1.0,Middle,17,17,11 17,6 11 17
marginal,325,1186,12,6,Guard,1.0,Middle,12,6 12 13,1 6 12 13,1 6 12 13
marginal,325,865,14,14,Painter,1.0,Middle,14,11 14 16,2 11 14 16,2 11 14 16
marginal,325,789,15,11,Laborer,1.0,Middle,6,6 11 15,6 11 15 18,6 11 15 18
marginal,325,452,4,4,Craftsman,1.0,Middle,11,4 11 14 16,4 11 14 16,4 11 14 16
marginal,325,215,11,14,Painter,1.0,Middle,11,11 14 15,4 11 14 15,4 11 14 15
marginal,325,22,2,2,Boatman,0.0,Younger,2,2,2,2
marginal,325,943,10,10,Horse Rider,1.0,Middle,10,10,10,8 10
marginal,325,429,9,9,Hairdresser,3.0,Unknown,9,1 3 9 14,1 3 9 14,1 3 9 14
marginal,325,1074,1,1,Backpacker,3.0,Unknown,1,1,1 10 12,1 10
marginal,325,93,16,16,Salesperson,3.0,Unknown,16,16,1 16,16
marginal,325,413,20,20,Tennis Player,1.0,Middle,20,20,20,6 20
marginal,325,1131,17,17,Singer,0.0,Younger,17,11 17,11 12 15 17,17
marginal,325,457,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,325,181,15,15,Repairman,1.0,Middle,11,4 11 15,4 11 15,4 11 15
marginal,325,390,10,10,Horse Rider,1.0,Middle,10,6 10 12,6 10 12,6 10 12
marginal,325,1193,5,5,Farmer,3.0,Unknown,11,5 11,5 11,5 11
marginal,325,738,4,4,Craftsman,1.0,Middle,11,4 11 16,4 11 16,4 11 16
marginal,325,363,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,325,751,6,12,Officer,1.0,Middle,6,6 16,3 6 11 16,3 6 11 16
marginal,325,435,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,325,239,15,16,Salesperson,1.0,Middle,16,2 3 9 11 15 16,3 11 15 16,3 11 15 16
marginal,325,336,17,17,Singer,0.0,Younger,17,17,17,17
marginal,325,476,1,1,Backpacker,0.0,Younger,1,1,1,1
marginal,325,1122,3,3,Computer User,1.0,Middle,3,3 16 17 19,3 16 17 19,3 16 17 19
marginal,325,366,15,15,Repairman,1.0,Middle,15,11 15,11 15,4 11 15
marginal,325,1077,13,13,Motorcyclist,1.0,Middle,13,13,13,13
marginal,325,1384,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,325,1254,13,13,Motorcyclist,3.0,Unknown,16,2 13 16,2 11 13 16,2 11 13 16
marginal,325,988,11,11,Laborer,2.0,Older,11,11 15 16,11 14 15 16,2 11 14 15 16
marginal,325,928,2,2,Boatman,2.0,Older,2,2,2,2 6 10 12
marginal,325,1136,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,325,1158,19,19,Speaker,1.0,Middle,6,6 12 19,6 12 19,6 10 12 19
marginal,325,656,8,8,Gymnast,0.0,Younger,8,6 8,6 8 13 18,6 8
marginal,325,371,12,6,Guard,1.0,Middle,6,6 11 12,6 11 12 18,6 11 12 18
marginal,325,38,9,9,Hairdresser,2.0,Older,9,9,9,4 9 11 15
marginal,326,718,12,12,Officer,0.0,Younger,12,2 6 12 13,2 6 12 13,2 6 12 13
marginal,326,858,19,19,Speaker,1.0,Middle,19,3 6 10 11 12 17 19,6 11 17 19,6 11 17 19
marginal,326,624,15,15,Repairman,1.0,Middle,15,3 6 11 15,3 6 11 15,3 6 11 15
marginal,326,93,16,16,Salesperson,3.0,Unknown,16,16,1 16,16
marginal,326,100,3,3,Computer User,3.0,Unknown,3,2 3 8 11 15 16 19,3 11 15 16,3 11 15 16
marginal,326,1134,3,3,Computer User,3.0,Unknown,3,1 3 16,1 3 11 16,1 3 11 16
marginal,326,181,15,15,Repairman,1.0,Middle,11,4 11 15,4 11 15,4 11 15
marginal,326,407,5,5,Farmer,2.0,Older,5,4 5 11 15 16,5 11 15 16,4 5 11 15 16
marginal,326,565,1,11,Laborer,2.0,Older,14,1 2 11 14 15,1 2 11 14,1 2 11 14 15
marginal,326,1193,5,5,Farmer,3.0,Unknown,11,5 11,5 11,5 11
marginal,326,751,6,12,Officer,1.0,Middle,6,6 16,3 6 11 16,3 6 11 16
marginal,326,366,15,15,Repairman,1.0,Middle,15,11 15,11 15,4 11 15
marginal,326,656,8,8,Gymnast,0.0,Younger,8,6 8,6 8 13 18,6 8
marginal,326,429,9,9,Hairdresser,3.0,Unknown,9,1 3 9 14,1 3 9 14,1 3 9 14
marginal,326,390,10,10,Horse Rider,1.0,Middle,10,6 10 12,6 10 12,6 10 12
marginal,326,22,2,2,Boatman,0.0,Younger,2,2,2,2
marginal,326,1122,3,3,Computer User,1.0,Middle,3,3 16 17 19,3 16 17 19,3 16 17 19
marginal,326,435,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,326,1131,17,17,Singer,0.0,Younger,17,11 17,11 12 15 17,17
marginal,326,460,16,16,Salesperson,1.0,Middle,16,11 16,6 11 14 16,6 11 14 16
marginal,326,988,11,11,Laborer,2.0,Older,11,11 15 16,11 14 15 16,2 11 14 15 16
marginal,326,48,1,1,Backpacker,3.0,Unknown,1,1,1 2 11,1 2
marginal,326,371,18,6,Guard,1.0,Middle,6,6 11 12,6 11 12 18,6 11 12 18
marginal,326,457,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,326,1324,10,10,Horse Rider,3.0,Unknown,10,10,10,10
marginal,326,943,10,10,Horse Rider,1.0,Middle,10,10,10,8 10
marginal,326,348,12,12,Officer,0.0,Younger,16,6 11 12 13 16,6 11 12 16,6 11 12 16
marginal,326,476,1,1,Backpacker,0.0,Younger,1,1,1,1
marginal,326,215,11,14,Painter,1.0,Middle,11,11 14 15,4 11 14 15,4 11 14 15
marginal,326,363,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,326,38,9,9,Hairdresser,2.0,Older,9,9,9,4 9 11 15
marginal,326,1077,13,13,Motorcyclist,1.0,Middle,13,13,13,13
marginal,326,511,17,7,Guitarist,1.0,Middle,17,7 17,1 7 10 17,1 7 10 17
marginal,326,1186,12,6,Guard,1.0,Middle,12,6 12 13,1 6 12 13,1 6 12 13
marginal,326,1074,1,1,Backpacker,3.0,Unknown,1,1,1 10 12,1 10
marginal,326,1333,17,17,Singer,1.0,Middle,17,17,11 17,6 11 17
marginal,326,336,17,17,Singer,0.0,Younger,17,17,17,17
marginal,326,1158,19,19,Speaker,1.0,Middle,6,6 12 19,6 12 19,6 10 12 19
marginal,326,1358,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
marginal,326,1136,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,326,928,2,2,Boatman,2.0,Older,2,2,2,2 6 10 12
marginal,326,1384,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,326,413,20,20,Tennis Player,1.0,Middle,20,20,20,6 20
marginal,326,865,14,14,Painter,1.0,Middle,14,11 14 16,2 11 14 16,2 11 14 16
marginal,326,239,16,16,Salesperson,1.0,Middle,16,2 3 9 11 15 16,3 11 15 16,3 11 15 16
marginal,326,616,5,5,Farmer,3.0,Unknown,5,5 11,5 11,5 11
marginal,326,452,4,4,Craftsman,1.0,Middle,11,4 11 14 16,4 11 14 16,4 11 14 16
marginal,326,1254,13,13,Motorcyclist,3.0,Unknown,16,2 13 16,2 11 13 16,2 11 13 16
marginal,326,738,4,4,Craftsman,1.0,Middle,11,4 11 16,4 11 16,4 11 16
marginal,326,789,6,11,Laborer,1.0,Middle,6,6 11 15,6 11 15 18,6 11 15 18
marginal,327,371,6,6,Guard,1.0,Middle,6,6 11 12,6 11 12 18,6 11 12 18
marginal,327,517,14,14,Painter,0.0,Younger,14,11 14 15,11 14 15 16,11 14 15
marginal,327,606,3,3,Computer User,3.0,Unknown,3,3 6 8 16,3 6 8 16,3 6 8 16
marginal,327,643,10,10,Horse Rider,1.0,Middle,10,10,8 10,5 8 10 20
marginal,327,1374,6,6,Guard,1.0,Middle,6,6,6 15,6 15 16
marginal,327,179,7,7,Guitarist,1.0,Middle,17,1 2 5 7 9 11 14 15 16 17,1 2 7 17,1 2 7 17
marginal,327,30,11,11,Laborer,1.0,Middle,11,4 11 15,4 11 15,4 5 11 15
marginal,327,850,3,3,Computer User,3.0,Unknown,16,11 16,3 11 15 16,3 11 15 16
marginal,327,1055,13,13,Motorcyclist,1.0,Middle,13,13,13,13
marginal,327,522,8,4,Craftsman,0.0,Younger,8,1 2 4 6 8 11 15 16 20,2 8 11 16,2 8 11 16
marginal,327,942,2,2,Boatman,3.0,Unknown,2,1 2,1 2,1 2
marginal,327,908,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,327,105,15,15,Repairman,3.0,Unknown,15,4 11 15 16,4 11 15 16,4 11 15 16
marginal,327,751,6,12,Officer,1.0,Middle,6,6 16,3 6 11 16,3 6 11 16
marginal,327,1334,17,17,Singer,1.0,Middle,17,17,17,11 17
marginal,327,499,16,1,Backpacker,0.0,Younger,1,1 6 16,1 6 10 16,1
marginal,327,469,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,327,408,2,2,Boatman,3.0,Unknown,2,2,2,2
marginal,327,455,4,11,Laborer,0.0,Younger,4,4 11 14,4 11 14,4 11
marginal,327,389,13,1,Backpacker,2.0,Older,13,13,13,1 2 13 16
marginal,327,1121,18,18,Skateboarder,3.0,Unknown,2,2 16 18,1 2 16 18,1 2 16 18
marginal,327,369,9,9,Hairdresser,1.0,Middle,9,9,9,9
marginal,327,1342,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,327,744,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,327,349,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,327,353,18,14,Painter,1.0,Middle,14,11 14,11 14,4 11 14
marginal,327,730,1,3,Computer User,3.0,Unknown,1,1 2 11 16 17,1 2 11 16,1 2 11 16
marginal,327,956,6,6,Guard,1.0,Middle,6,6,6,6 20
marginal,327,716,15,15,Repairman,0.0,Younger,15,15,15,15
marginal,327,1348,6,16,Salesperson,1.0,Middle,9,6 9 12,3 6 9 12,3 6 9 12
marginal,327,642,7,7,Guitarist,3.0,Unknown,7,7 17,7 17,7
marginal,327,1083,5,5,Farmer,2.0,Older,5,5 11 16,4 5 11 16,4 5 9 11 16
marginal,327,983,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,327,654,4,4,Craftsman,3.0,Unknown,4,4 11,2 4 11 15,2 4 11 15
marginal,327,167,17,17,Singer,0.0,Younger,17,17,11 17 19 20,17
marginal,327,1389,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
marginal,327,460,11,16,Salesperson,1.0,Middle,16,11 16,6 11 14 16,6 11 14 16
marginal,327,138,18,18,Skateboarder,3.0,Unknown,18,18,18,18
marginal,327,260,2,2,Boatman,1.0,Middle,2,2 6,2 6,2 6
marginal,327,1263,8,8,Gymnast,1.0,Middle,8,8,8,8
marginal,327,407,5,5,Farmer,2.0,Older,5,4 5 11 15 16,5 11 15 16,4 5 11 15 16
marginal,327,1208,5,5,Farmer,1.0,Middle,1,1 11,1 5 11 16,1 5 11 16
marginal,327,12,19,19,Speaker,1.0,Middle,12,1 8 10 12,1 8 10 12,1 8 10 12
marginal,327,843,4,14,Painter,2.0,Older,16,4 11 16,4 11 15 16,4 11 14 15 16
marginal,327,495,2,16,Salesperson,2.0,Older,2,2 14 16,2 14 16,2 4 11 14 16
marginal,327,1303,13,13,Motorcyclist,3.0,Unknown,1,1 2 11 13 16,1 2 11 13,1 2 11 13
marginal,327,923,6,12,Officer,3.0,Unknown,6,6 11 16,6 11 12 16,6 11 12 16
marginal,327,89,19,19,Speaker,1.0,Middle,16,3 16,3 10 16 20,3 10 16 20
marginal,327,1159,17,17,Singer,0.0,Younger,17,17,17,17
marginal,327,96,16,1,Backpacker,1.0,Middle,16,16,11 16,11 14 15 16
marginal,328,855,14,14,Painter,1.0,Middle,15,11 15,11 14 15,11 14 15
marginal,328,275,6,6,Guard,1.0,Middle,6,6,6,6
marginal,328,1042,19,19,Speaker,2.0,Older,10,5 6 8 9 10 12 16 17 19,6 10 12 16,6 10 12 16 17
marginal,328,842,14,14,Painter,3.0,Unknown,16,11 14 16,11 14 16,11 14 16
marginal,328,806,15,15,Repairman,3.0,Unknown,15,4 11 15,3 4 11 15,4 11 15
marginal,328,187,9,9,Hairdresser,3.0,Unknown,9,9,9,9
marginal,328,432,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,328,609,10,10,Horse Rider,1.0,Middle,10,8 10,5 8 10 20,5 8 10 20
marginal,328,319,5,5,Farmer,1.0,Middle,5,5 11,5 11 16,5 11 16
marginal,328,1202,7,7,Guitarist,2.0,Older,7,3 7,3 7 11 17,3 7 11 16 17
marginal,328,473,2,2,Boatman,1.0,Middle,2,2,2 11,2 11
marginal,328,958,17,17,Singer,1.0,Middle,17,17,17,10 17 19
marginal,328,1182,3,3,Computer User,3.0,Unknown,3,3,3,3
marginal,328,627,1,1,Backpacker,1.0,Middle,3,1 3 4 5 14 16,1 3 5 16,1 3 5 16
marginal,328,178,6,6,Guard,2.0,Older,15,6 13 15,4 6 13 15,4 6 13 15 16
marginal,328,436,15,4,Craftsman,2.0,Older,4,4 11 15 16,4 11 15 16,4 9 11 15 16
marginal,328,367,16,16,Salesperson,1.0,Middle,16,11 16,5 11 16,5 6 11 16
marginal,328,206,5,11,Laborer,1.0,Middle,5,5 11,5 11 16,5 11 16
marginal,328,402,1,1,Backpacker,0.0,Younger,1,1,1,1
marginal,328,875,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,328,1122,3,3,Computer User,1.0,Middle,3,3 16 17 19,3 16 17 19,3 16 17 19
marginal,328,193,2,2,Boatman,3.0,Unknown,2,2 6,2 6 11 12,2 6 12
marginal,328,85,19,19,Speaker,0.0,Younger,16,1 4 6 10 11 13 16,1 10 11 16,1 10 11 16
marginal,328,1328,5,5,Farmer,0.0,Younger,11,5 11,5 11,5 11
marginal,328,964,10,10,Horse Rider,1.0,Middle,10,10 12,2 6 10 12,2 6 10 12
marginal,328,943,10,10,Horse Rider,1.0,Middle,10,10,10,8 10
marginal,328,1389,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
marginal,328,788,6,6,Guard,1.0,Middle,6,6,6,6
marginal,328,102,18,18,Skateboarder,1.0,Middle,18,18,18,18
marginal,328,448,6,12,Officer,1.0,Middle,12,6 12,3 6 12 13,3 6 12 13
marginal,328,152,16,16,Salesperson,2.0,Older,16,16,16,3 11 15 16
marginal,328,1354,3,3,Computer User,3.0,Unknown,3,3 10 12 16,3 10 12 16,3 10 12 16
marginal,328,19,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,328,1332,7,17,Singer,1.0,Middle,17,7 17,7 10 14 17,7 10 14 17
marginal,328,697,11,5,Farmer,3.0,Unknown,5,5 11,5 11 12,5 11
marginal,328,73,4,15,Repairman,2.0,Older,4,4 11,4 11 16,4 5 11 15 16
marginal,328,1254,13,13,Motorcyclist,3.0,Unknown,16,2 13 16,2 11 13 16,2 11 13 16
marginal,328,1371,8,8,Gymnast,1.0,Middle,8,8,8,8
marginal,328,749,6,12,Officer,2.0,Older,12,6 11 12 13 15,6 11 12 15,6 11 12 13 15
marginal,328,951,16,16,Salesperson,1.0,Middle,16,5 11 16,5 11 16,4 5 11 16
marginal,328,559,7,7,Guitarist,1.0,Middle,7,7 16 17,7 11 16 17,7 11 16 17
marginal,328,1036,6,18,Skateboarder,3.0,Unknown,18,6 12 18,6 10 12 18,6 10 12 18
marginal,328,1050,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,328,844,5,11,Laborer,1.0,Middle,5,5 11,5 11,5 11
marginal,328,373,14,14,Painter,1.0,Middle,14,14,14,14
marginal,328,291,6,12,Officer,3.0,Unknown,6,6,6,6
marginal,328,985,19,19,Speaker,2.0,Older,10,3 5 6 10 11 12 19,3 10 11 19,3 6 10 11 19
marginal,328,1198,9,9,Hairdresser,1.0,Middle,9,4 9 14 16,4 9 14 16,4 9 14 16
marginal,328,553,2,13,Motorcyclist,0.0,Younger,2,2,2 16,2
marginal,328,297,7,7,Guitarist,1.0,Middle,7,7,7,7 13
marginal,329,1199,1,1,Backpacker,0.0,Younger,1,1 3 6 8 10 12 18,1 8 12 18,1 8 12 18
marginal,329,410,16,11,Laborer,1.0,Middle,11,2 6 11 16,2 6 11 16,2 6 11 16
marginal,329,785,18,18,Skateboarder,1.0,Middle,18,18,18,18
marginal,329,1177,7,7,Guitarist,1.0,Middle,7,3 4 7 11 15 16 17 19,3 7 16 19,3 7 16 19
marginal,329,557,16,1,Backpacker,1.0,Middle,3,3 6 16 18 19 20,3 6 16 19,3 6 16 19
marginal,329,1112,20,20,Tennis Player,0.0,Younger,20,20,20,20
marginal,329,649,13,13,Motorcyclist,1.0,Middle,13,13,13,13
marginal,329,977,2,2,Boatman,1.0,Middle,2,2,2 16,2 11 16
marginal,329,671,8,8,Gymnast,0.0,Younger,8,8,8,8
marginal,329,12,19,19,Speaker,1.0,Middle,12,1 8 10 12,1 8 10 12,1 8 10 12
marginal,329,717,20,20,Tennis Player,1.0,Middle,20,20,20,20
marginal,329,901,12,12,Officer,3.0,Unknown,6,6 11 12 13,6 11 12 13,6 11 12 13
marginal,329,352,17,17,Singer,1.0,Middle,17,17,17,17
marginal,329,121,16,16,Salesperson,1.0,Middle,16,16,1 11 15 16,1 11 15 16
marginal,329,1034,17,17,Singer,0.0,Younger,17,17,17,17
marginal,329,626,2,2,Boatman,1.0,Middle,2,2,2,2
marginal,329,1267,17,17,Singer,1.0,Middle,16,11 16 17,11 15 16 17,11 15 16 17
marginal,329,288,14,14,Painter,1.0,Middle,14,11 14,11 14 15 18,11 14 15 18
marginal,329,458,18,18,Skateboarder,0.0,Younger,18,18,18,18
marginal,329,1230,15,4,Craftsman,3.0,Unknown,11,4 11 14 15,4 11 14 15,4 11 14 15
marginal,329,140,11,15,Repairman,1.0,Middle,15,15,15,15
marginal,329,736,5,5,Farmer,2.0,Older,5,5 11,5 11,1 4 5 11 16
marginal,329,855,11,14,Painter,1.0,Middle,15,11 15,11 14 15,11 14 15
marginal,329,1368,10,10,Horse Rider,1.0,Middle,10,10,8 10,8 10 12
marginal,329,918,11,11,Laborer,3.0,Unknown,11,11 15,4 11 14 15,11 14 15
marginal,329,553,3,13,Motorcyclist,0.0,Younger,2,2,2 16,2
marginal,329,1278,3,3,Computer User,3.0,Unknown,11,3 6 11 14 15 16,3 6 11 14,3 6 11 14
marginal,329,1214,10,10,Horse Rider,1.0,Middle,6,6 10 12 13,6 10 12 13,6 10 12 13
marginal,329,1067,3,3,Computer User,3.0,Unknown,3,3,3,3
marginal,329,291,6,12,Officer,3.0,Unknown,6,6,6,6
marginal,329,70,15,15,Repairman,2.0,Older,15,4 11 15,4 11 15,4 9 11 15
marginal,329,441,13,13,Motorcyclist,3.0,Unknown,13,13,13,13
marginal,329,971,9,5,Farmer,1.0,Middle,3,3 5 6 8 9 11 16 17,3 6 9 11,3 6 9 11
marginal,329,61,9,9,Hairdresser,1.0,Middle,9,9 15,9 15,4 9 11 15
marginal,329,1262,16,4,Craftsman,3.0,Unknown,16,4 11 16,4 9 11 16,4 9 11 16
marginal,329,56,12,6,Guard,1.0,Middle,2,2 6 12,2 6 12,2 6 12
marginal,329,308,16,6,Guard,2.0,Older,11,6 11 12,6 11 12 15,6 11 12 15 16
marginal,329,756,3,3,Computer User,1.0,Middle,3,1 3 11 16,1 3 11 16,1 3 11 16
marginal,329,567,1,1,Backpacker,1.0,Middle,1,1 5,1 5 11 16,1 5 11 16
marginal,329,247,6,6,Guard,1.0,Middle,6,6,6,6
marginal,329,128,20,19,Speaker,0.0,Younger,20,20,20,20
